รหัสสถานี,เขต,สถานี,วัน-เวลา,ฝน 5 นาที,ฝน 15 นาที,ฝน 30 นาที,ฝน 1 ชม.,ฝน 3 ชม.,ฝน 6 ชม.,ฝน 12 ชม.,ฝน 24 ชม.,ดูข้อมูล
RF.KNY.02,คันนายาว,จุดวัด ค.ลำชะล่า-ถ.นวมินทร์,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,4.5,39.0,39.0,39.0,ดูข้อมูล
RF.MBR.03,มีนบุรี,ปตร.บึงขวาง,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,0.5,38.5,38.5,38.5,ดูข้อมูล
RF.WTL.03,วังทองหลาง,ส.คลองเจ้าคุณสิงห์,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,17.0,31.5,31.5,33.0,ดูข้อมูล
RF.PWT.02,ประเวศ,ปตร.วัดกระทุ่มฯ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,2.0,28.5,28.5,28.5,ดูข้อมูล
RF.KSW.03,คลองสามวา,จุดวัด ค.เก้า-วัดศรีสุขฯ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,ดูข้อมูล
RF.HKG.01,ห้วยขวาง,สนข.ห้วยขวาง,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,16.5,23.5,23.5,24.5,ดูข้อมูล
RF.BNA.03,บางนา,จุดวัด ค.บางนา-ถ.ศรีนครินทร์,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,0.5,13.5,13.5,21.0,ดูข้อมูล
RF.BKA.02,บางเขน,จุดวัด ค.บางบัว,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,6.0,19.5,19.5,19.5,ดูข้อมูล
RF.WTN.01,วัฒนา,สนข.วัฒนา,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,16.5,19.5,19.5,19.5,ดูข้อมูล
RF.SPS.01,สะพานสูง,สนข.สะพานสูง,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,1.0,9.5,9.5,19.5,ดูข้อมูล
RF.KTY.05,คลองเตย,จุดวัดสวนเบญจสิริ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,18.5,19.0,19.0,19.0,ดูข้อมูล
RF.TKU.01,ทุ่งครุ,สนข.ทุ่งครุ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,18.5,18.5,18.5,18.5,ดูข้อมูล
RF.YNW.01,ยานนาวา,สนข.ยานนาวา,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.5,ดูข้อมูล
RF.SLG.02,สวนหลวง,จุดวัด ค.ประเวศฯ-วัดขจรศิริ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,2.5,17.0,17.0,17.0,ดูข้อมูล
RF.LPW.01,ลาดพร้าว,สนข.ลาดพร้าว,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,8.0,14.5,14.5,14.5,ดูข้อมูล
RF.CTC.01,จตุจักร,บ่อสูบศาลอาญารัชดา,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,12.0,13.0,13.0,13.0,ดูข้อมูล
RF.BKT.04,บางขุนเทียน,ส.คลองราชมนตรี,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,0.5,12.0,13.0,13.0,ดูข้อมูล
RF.LSI.03,หลักสี่,จุดวัดศูนย์ราชการ-ถ.แจ้งวัฒนะ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,4.0,12.5,12.5,12.5,ดูข้อมูล
RF.TBR.02,ธนบุรี,ส.คลองสำเหร่,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,ดูข้อมูล
RF.RTW.01,ราชเทวี,สนข.ราชเทวี,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,9.5,9.5,9.5,9.5,ดูข้อมูล
RF.DDG.02,ดินแดง,ศูนย์ฯ (ดินแดง),2560-10-10 01:00:00,0.0,0.0,0.0,0.0,7.5,8.0,8.0,8.5,ดูข้อมูล
RF.PTW.02,ปทุมวัน,ปตร.คลองอรชร,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,7.5,8.5,8.5,8.5,ดูข้อมูล
RF.STN.02,สาทร,ส.คลองสาทร,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,ดูข้อมูล
RF.RBN.02,ราษฏร์บูรณะ,ส.คลองแจงร้อน,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,6.5,6.5,6.5,7.0,ดูข้อมูล
RF.PNK.01,พระนคร,สนข.พระนคร,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,4.0,4.0,4.0,6.5,ดูข้อมูล
RF.PYT.01,พญาไท,สนข.พญาไท,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,5.5,5.5,5.5,6.0,ดูข้อมูล
RF.KSN.02,คลองสาน,ส.คลองบางไส้ไก่,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,5.5,5.5,5.5,5.5,ดูข้อมูล
RF.BKY.01,บางกอกใหญ่,สนข.บางกอกใหญ่,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,5.5,5.5,5.5,5.5,ดูข้อมูล
RF.PKN.01,พระโขนง,สนข.พระโขนง,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,1.5,5.0,5.0,5.0,ดูข้อมูล
RF.BKP.02,บางกะปิ,จุดวัด ค.แสนแสบ-เขตบางกะปิ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,0.5,2.5,2.5,4.5,ดูข้อมูล
RF.BSU.01,บางซื่อ,สนข.บางซื่อ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,ดูข้อมูล
RF.SPW.01,สัมพันธวงศ์,ท่าน้ำสวัสดี,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,ดูข้อมูล
RF.BKL.01,บางคอแหลม,สนข.บางคอแหลม,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,3.5,3.5,3.5,4.0,ดูข้อมูล
RF.BRK.01,บางรัก,สนข.บางรัก,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,ดูข้อมูล
RF.BKM.01,บึงกุ่ม,สนข.บึงกุ่ม,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,0.0,3.5,3.5,4.0,ดูข้อมูล
RF.BKN.02,บางกอกน้อย,ส.คลองมอญ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,ดูข้อมูล
RF.PSC.04,ภาษีเจริญ,ส.คลองภาษีเจริญ,2560-10-10 01:00:00,0.0,0.0,0.0,0.5,3.5,3.5,3.5,3.5,ดูข้อมูล
RF.JTG.02,จอมทอง,จุดวัด ค.สนามชัย-ค.บางขุนเทียน,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,ดูข้อมูล
RF.BKE.03,บางแค,ส.คลองบางจาก,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,ดูข้อมูล
RF.PPS.01,ป้อมปราบฯ,สนข.ป้อมปราบฯ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,ดูข้อมูล
RF.SPK.01,อำเภอเมืองสมุทรปราการ,ส.คลองสำโรง,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,2.0,2.5,2.5,3.0,ดูข้อมูล
RF.DMG.01,ดอนเมือง,สนข.ดอนเมือง,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,ดูข้อมูล
RF.DST.02,ดุสิต,ส.สามเสน,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,ดูข้อมูล
RF.TLC.01,ตลิ่งชัน,สนข.ตลิ่งชัน,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,ดูข้อมูล
RF.BBN.01,บางบอน,สนข.บางบอน,2560-10-10 01:00:00,0.0,0.5,0.5,0.5,1.5,1.5,1.5,1.5,ดูข้อมูล
RF.TWW.01,ทวีวัฒนา,สนข.ทวีวัฒนา,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,ดูข้อมูล
RF.LKB.03,ลาดกระบัง,ค.ประเวศฯ-รพ.ลาดกระบัง,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,ดูข้อมูล
RF.NKM.02,หนองแขม,จุดวัด ค.ทวีฯ-ค.ภาษีฯ,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,ดูข้อมูล
RF.BPD.01,บางพลัด,สนข.บางพลัด,2560-10-10 01:00:00,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,ดูข้อมูล
RF.PNK.01,พระนคร,สนข.พระนคร,2560-10-11 01:00:00,0.0,0.0,0.0,0.5,0.5,0.5,71.0,74.0,ดูข้อมูล
RF.BKN.02,บางกอกน้อย,ส.คลองมอญ,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.5,58.0,59.0,ดูข้อมูล
RF.PSC.05,ภาษีเจริญ,จุดวัด ค.บางเชือกหนัง-วัดปากน้ำฝั่งใต้,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,49.5,49.5,ดูข้อมูล
RF.RTW.01,ราชเทวี,สนข.ราชเทวี,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,47.5,49.5,ดูข้อมูล
RF.DST.01,ดุสิต,สนข.ดุสิต,2560-10-11 01:00:00,0.0,0.0,0.0,2.5,2.5,2.5,46.5,47.0,ดูข้อมูล
RF.WTL.03,วังทองหลาง,ส.คลองเจ้าคุณสิงห์,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,ดูข้อมูล
RF.LPW.01,ลาดพร้าว,สนข.ลาดพร้าว,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.5,40.5,ดูข้อมูล
RF.SPS.02,สะพานสูง,ปตร.คลองแสนแสบ-บางชัน,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,ดูข้อมูล
RF.PPS.01,ป้อมปราบฯ,สนข.ป้อมปราบฯ,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.5,36.5,ดูข้อมูล
RF.TWW.04,ทวีวัฒนา,จุดวัด ค.ทวีฯ-ค.บางเชือกหนัง,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,35.5,35.5,ดูข้อมูล
RF.PTW.01,ปทุมวัน,สนข.ปทุมวัน,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,ดูข้อมูล
RF.CTC.01,จตุจักร,บ่อสูบศาลอาญารัชดา,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,ดูข้อมูล
RF.BKP.02,บางกะปิ,จุดวัด ค.แสนแสบ-เขตบางกะปิ,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.5,25.5,ดูข้อมูล
RF.BKM.01,บึงกุ่ม,สนข.บึงกุ่ม,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.5,24.0,ดูข้อมูล
RF.NKM.01,หนองแขม,สนข.หนองแขม,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,ดูข้อมูล
RF.TLC.02,ตลิ่งชัน,ปตร.คลองบัว-ทางรถไฟ,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,21.5,21.5,ดูข้อมูล
RF.BKY.02,บางกอกใหญ่,ส.คลองบางกอกใหญ่,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,14.5,14.5,ดูข้อมูล
RF.BKA.01,บางเขน,สนข.บางเขน,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.0,ดูข้อมูล
RF.PYT.01,พญาไท,สนข.พญาไท,2560-10-11 01:00:00,0.0,0.0,0.0,1.5,1.5,1.5,11.0,11.0,ดูข้อมูล
RF.BSU.03,บางซื่อ,ส.คลองบางซื่อ,2560-10-11 01:00:00,0.0,0.0,0.5,2.5,2.5,2.5,9.5,9.5,ดูข้อมูล
RF.BPD.01,บางพลัด,สนข.บางพลัด,2560-10-11 01:00:00,0.0,0.0,0.0,1.5,1.5,1.5,7.5,7.5,ดูข้อมูล
RF.BKE.03,บางแค,ส.คลองบางจาก,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,ดูข้อมูล
RF.MBR.01,มีนบุรี,สนข.มีนบุรี,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,ดูข้อมูล
RF.HKG.01,ห้วยขวาง,สนข.ห้วยขวาง,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,ดูข้อมูล
RF.DDG.02,ดินแดง,ศูนย์ฯ (ดินแดง),2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,ดูข้อมูล
RF.KNY.02,คันนายาว,จุดวัด ค.ลำชะล่า-ถ.นวมินทร์,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,ดูข้อมูล
RF.KSW.01,คลองสามวา,สนข.คลองสามวา,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,ดูข้อมูล
RF.KSN.01,คลองสาน,สนข.คลองสาน,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,ดูข้อมูล
RF.LKB.03,ลาดกระบัง,ค.ประเวศฯ-รพ.ลาดกระบัง,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ดูข้อมูล
RF.KTY.04,คลองเตย,ส.คลองเตย,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.JTG.02,จอมทอง,จุดวัด ค.สนามชัย-ค.บางขุนเทียน,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,ดูข้อมูล
RF.TBR.03,ธนบุรี,ส.ดาวคะนอง,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.BKT.02,บางขุนเทียน,ส.คลองเลนเปน,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.PWT.01,ประเวศ,สนข.ประเวศ,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.WTN.02,วัฒนา,ส.แสนแสบ-คลองตัน,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.SLG.02,สวนหลวง,จุดวัด ค.ประเวศฯ-วัดขจรศิริ,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.SPW.01,สัมพันธวงศ์,ท่าน้ำสวัสดี,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.SMI.03,สายไหม,ปตร.พระยาสุเรนทร์,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.NJK.05,หนองจอก,ปตร.คลองหลวงแพ่ง,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.LSI.03,หลักสี่,จุดวัดศูนย์ราชการ-ถ.แจ้งวัฒนะ,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.DMG.01,ดอนเมือง,สนข.ดอนเมือง,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.TKU.01,ทุ่งครุ,สนข.ทุ่งครุ,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKL.01,บางคอแหลม,สนข.บางคอแหลม,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BNA.01,บางนา,สนข.บางนา,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BBN.01,บางบอน,สนข.บางบอน,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BRK.01,บางรัก,สนข.บางรัก,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.PKN.01,พระโขนง,สนข.พระโขนง,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.YNW.01,ยานนาวา,สนข.ยานนาวา,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.RBN.01,ราษฏร์บูรณะ,สนข.ราษฎร์บูรณะ,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.STN.01,สาทร,สนข.สาทร,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.SPK.01,อำเภอเมืองสมุทรปราการ,ส.คลองสำโรง,2560-10-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.WTN.02,วัฒนา,ส.แสนแสบ-คลองตัน,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,ดูข้อมูล
RF.HKG.02,ห้วยขวาง,ส.สามเสน-ค.แสนแสบ,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,ดูข้อมูล
RF.WTL.03,วังทองหลาง,ส.คลองเจ้าคุณสิงห์,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,51.5,ดูข้อมูล
RF.PKN.01,พระโขนง,สนข.พระโขนง,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,ดูข้อมูล
RF.SLG.02,สวนหลวง,จุดวัด ค.ประเวศฯ-วัดขจรศิริ,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,39.5,ดูข้อมูล
RF.LPW.01,ลาดพร้าว,สนข.ลาดพร้าว,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,ดูข้อมูล
RF.PWT.03,ประเวศ,จุดวัดบึงหนองบอน,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,ดูข้อมูล
RF.KTY.03,คลองเตย,ส.พระโขนง,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,ดูข้อมูล
RF.BNA.03,บางนา,จุดวัด ค.บางนา-ถ.ศรีนครินทร์,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,ดูข้อมูล
RF.DDG.02,ดินแดง,ศูนย์ฯ (ดินแดง),2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,ดูข้อมูล
RF.CTC.02,จตุจักร,ส.รัชดา-วิภาวดี,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,ดูข้อมูล
RF.BKP.02,บางกะปิ,จุดวัด ค.แสนแสบ-เขตบางกะปิ,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,ดูข้อมูล
RF.BKA.02,บางเขน,จุดวัด ค.บางบัว,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,ดูข้อมูล
RF.DMG.01,ดอนเมือง,สนข.ดอนเมือง,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,ดูข้อมูล
RF.BKE.03,บางแค,ส.คลองบางจาก,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,ดูข้อมูล
RF.RTW.03,ราชเทวี,จุดวัดบึงมักกะสัน,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,ดูข้อมูล
RF.PYT.01,พญาไท,สนข.พญาไท,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,ดูข้อมูล
RF.LSI.01,หลักสี่,สนข.หลักสี่,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,ดูข้อมูล
RF.YNW.01,ยานนาวา,สนข.ยานนาวา,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,ดูข้อมูล
RF.PSC.01,ภาษีเจริญ,สนข.ภาษีเจริญ,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,ดูข้อมูล
RF.BSU.01,บางซื่อ,สนข.บางซื่อ,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,ดูข้อมูล
RF.SMI.01,สายไหม,สนข.สายไหม,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ดูข้อมูล
RF.DST.01,ดุสิต,สนข.ดุสิต,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ดูข้อมูล
RF.BKT.01,บางขุนเทียน,สนข.บางขุนเทียน,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ดูข้อมูล
RF.KNY.02,คันนายาว,จุดวัด ค.ลำชะล่า-ถ.นวมินทร์,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.5,0.5,9.5,ดูข้อมูล
RF.PTW.02,ปทุมวัน,ปตร.คลองอรชร,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,ดูข้อมูล
RF.PNK.02,พระนคร,ส.เทเวศร์,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.5,ดูข้อมูล
RF.SPK.01,อำเภอเมืองสมุทรปราการ,ส.คลองสำโรง,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,ดูข้อมูล
RF.BKM.01,บึงกุ่ม,สนข.บึงกุ่ม,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,ดูข้อมูล
RF.NKM.02,หนองแขม,จุดวัด ค.ทวีฯ-ค.ภาษีฯ,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,ดูข้อมูล
RF.JTG.03,จอมทอง,ส.คลองสี่บาท,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,ดูข้อมูล
RF.TLC.02,ตลิ่งชัน,ปตร.คลองบัว-ทางรถไฟ,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,ดูข้อมูล
RF.BPD.01,บางพลัด,สนข.บางพลัด,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ดูข้อมูล
RF.TWW.04,ทวีวัฒนา,จุดวัด ค.ทวีฯ-ค.บางเชือกหนัง,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,ดูข้อมูล
RF.BKN.02,บางกอกน้อย,ส.คลองมอญ,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.0,ดูข้อมูล
RF.SPS.01,สะพานสูง,สนข.สะพานสูง,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,ดูข้อมูล
RF.BBN.02,บางบอน,จุดวัด ค.บางบอน-ค.สะแกงาม,2560-10-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,ดูข้อมูล
